100000 100000
2 1 326663
3 1 436197
4 3 576943
5 4 58414
6 2 808809
7 5 346086
8 3 623078
9 5 83695
10 4 803312
11 3 880250
12 10 220254
13 4 166855
14 8 312494
15 8 920237
16 6 712125
17 6 21872
18 2 674080
19 2 422455
20 15 679695
21 1 505241
22 11 680871
23 4 502123
24 21 578819
25 1 808856
26 5 278829
27 18 48501
28 18 486125
29 7 213115
30 28 596315
31 13 876310
32 11 469644
33 5 863577
34 25 388952
35 31 427450
36 22 315955
37 2 73502
38 19 784015
39 24 817125
40 18 677792
41 20 261314
42 30 831437
43 24 972054
44 19 41521
45 4 148883
46 40 351223
47 40 462625
48 28 472429
49 41 513645
50 11 161287
51 44 446378
52 20 873783
53 39 990418
54 40 611854
55 38 53334
56 30 949874
57 56 762617
58 15 657165
59 42 131575
60 2 952541
61 9 852871
62 35 338352
63 23 157333
64 12 674399
65 1 188512
66 8 128423
67 27 345631
68 39 187472
69 48 692706
70 56 176294
71 52 605322
72 43 93391
73 2 456532
74 61 135311
75 8 481944
76 26 384914
77 38 907966
78 49 683013
79 70 566749
80 52 252626
81 12 225800
82 4 939205
83 10 899605
84 33 940182
85 70 442352
86 42 371053
87 75 275345
88 87 448314
89 60 247702
90 84 836334
91 75 187827
92 48 580810
93 40 493568
94 9 161089
95 35 653937
96 41 848280
97 88 311114
98 5 967518
99 44 430511
100 1 835731
101 15 56877
102 65 953239
103 37 220282
104 64 580448
105 15 17880
106 23 230331
107 50 670732
108 32 301497
109 43 107666
110 7 740967
111 22 909003
112 82 157690
113 100 893082
114 111 979889
115 81 549257
116 1 229159
117 101 571458
118 96 454705
119 40 133005
120 35 292426
121 85 484637
122 79 872942
123 118 850249
124 120 319666
125 110 669727
126 110 719516
127 39 682583
128 78 347900
129 48 518763
130 37 931960
131 19 176111
132 126 190503
133 116 892571
134 7 55659
135 61 713062
136 15 692811
137 82 870841
138 59 353065
139 3 772895
140 22 195354
141 1 766067
142 80 54054
143 85 792073
144 72 57016
145 67 246093
146 138 895205
147 93 699149
148 45 686122
149 15 763617
150 116 133646
151 79 606217
152 80 674376
153 25 941264
154 26 230849
155 24 249227
156 127 673131
157 93 341071
158 27 496645
159 143 645488
160 130 476682
161 92 575339
162 22 346486
163 92 490297
164 156 382558
165 141 807092
166 110 246943
167 58 891715
168 34 923068
169 154 497815
170 17 547136
171 101 96469
172 10 278685
173 79 463801
174 120 119738
175 120 845340
176 94 517220
177 103 1008
178 8 211518
179 158 412664
180 132 777921
181 87 142982
182 113 665766
183 40 978885
184 135 867673
185 123 775452
186 48 223739
187 139 151425
188 113 342163
189 89 794103
190 16 240865
191 5 574670
192 32 92825
193 62 138140
194 71 583333
195 70 931120
196 178 803262
197 141 902468
198 49 108796
199 70 90564
200 194 358051
201 168 907628
202 115 770640
203 41 600564
204 127 190629
205 130 607406
206 130 583164
207 123 705928
208 66 274104
209 116 13033
210 128 427575
211 113 251393
212 102 18253
213 212 216215
214 121 551564
215 171 136221
216 71 205498
217 16 524106
218 186 619252
219 179 605290
220 154 552039
221 27 274077
222 25 427474
223 101 843894
224 163 856776
225 62 591717
226 152 801078
227 210 547889
228 196 29673
229 132 495435
230 211 103586
231 145 523553
232 153 675502
233 59 801571
234 133 205031
235 94 653690
236 74 652259
237 178 924975
238 122 424122
239 182 297660
240 188 625793
241 97 597950
242 79 765190
243 119 795257
244 240 426294
245 135 892450
246 161 922345
247 90 355313
248 189 980012
249 83 441655
250 235 80094
251 94 458463
252 62 23110
253 121 812083
254 85 152304
255 169 277184
256 84 515471
257 253 237671
258 195 53675
259 223 591873
260 29 323617
261 182 42550
262 255 416676
263 56 876510
264 43 71096
265 109 98081
266 12 929860
267 260 399893
268 116 972684
269 168 949256
270 143 354422
271 199 935788
272 214 134275
273 50 183255
274 251 722736
275 205 184269
276 202 775801
277 3 808664
278 213 624680
279 3 105514
280 126 36041
281 187 879669
282 102 792842
283 197 951573
284 83 40592
285 148 923216
286 155 643618
287 27 297608
288 40 548812
289 222 965842
290 10 772341
291 60 834250
292 190 893280
293 57 740616
294 90 360790
295 31 246439
296 187 82427
297 235 395434
298 80 922019
299 81 189849
300 229 764186
301 164 390327
302 229 488419
303 253 702048
304 233 685148
305 257 308777
306 215 850702
307 300 521980
308 128 302291
309 279 778293
310 298 141428
311 161 92613
312 195 667189
313 79 648178
314 111 351405
315 8 584521
316 295 467441
317 88 39745
318 232 179134
319 152 993089
320 15 442384
321 297 354473
322 247 477594
323 158 37067
324 128 171751
325 307 475667
326 178 356441
327 302 569735
328 29 572678
329 8 129187
330 210 88641
331 328 556023
332 209 688555
333 156 28292
334 102 370263
335 246 248320
336 172 872300
337 56 105732
338 251 995596
339 126 646129
340 174 474508
341 68 996875
342 214 722779
343 79 370928
344 223 817225
345 154 252241
346 155 213821
347 277 978298
348 229 436734
349 286 286414
350 117 60673
351 86 619643
352 236 653877
353 62 799218
354 298 900875
355 144 333169
356 14 599845
357 151 239033
358 165 896652
359 156 134430
360 264 626425
361 190 652444
362 198 711285
363 292 775324
364 234 670035
365 166 471366
366 239 629175
367 22 180031
368 182 849085
369 32 965227
370 5 457298
371 245 674396
372 114 628438
373 264 412469
374 191 556091
375 208 271668
376 368 449920
377 279 55465
378 144 71204
379 120 825573
380 117 441581
381 39 988297
382 138 904298
383 279 386510
384 243 696631
385 56 536045
386 280 650130
387 371 243773
388 255 156572
389 25 836359
390 21 719491
391 186 927882
392 264 548489
393 98 846965
394 382 363189
395 295 877282
396 385 485827
397 178 875524
398 328 582960
399 371 176211
400 331 130120
401 207 466221
402 185 955399
403 154 575168
404 266 366234
405 135 857337
406 261 35904
407 14 771485
408 394 801267
409 361 720436
410 198 807338
411 139 485576
412 359 495998
413 392 199640
414 307 139484
415 348 391251
416 196 120809
417 255 566205
418 134 567464
419 156 220881
420 267 585602
421 169 52125
422 125 896138
423 220 722249
424 188 958410
425 196 378211
426 124 556752
427 400 575263
428 368 741237
429 170 164410
430 226 183456
431 90 183028
432 13 413130
433 368 896822
434 241 439659
435 157 946995
436 371 712271
437 155 163118
438 97 855432
439 94 338516
440 142 844402
441 198 612292
442 284 613216
443 80 486606
444 110 995160
445 419 267876
446 320 723026
447 199 999230
448 126 749190
449 51 149452
450 423 530105
451 248 730461
452 223 128269
453 78 883488
454 26 778943
455 11 830245
456 69 971433
457 313 540849
458 92 662794
459 2 455451
460 156 194820
461 267 352919
462 387 206933
463 110 86703
464 392 764551
465 347 661323
466 82 848952
467 25 86086
468 235 801712
469 169 993624
470 55 224280
471 118 720350
472 213 299108
473 462 780359
474 150 321355
475 425 136206
476 451 475487
477 345 466722
478 246 873976
479 182 154894
480 470 305930
481 408 965885
482 51 724350
483 428 681157
484 421 537895
485 424 623066
486 374 15000
487 171 474237
488 243 637316
489 211 792360
490 46 6755
491 136 507547
492 357 934042
493 356 681013
494 329 44044
495 116 479247
496 115 684825
497 283 53910
498 77 497100
499 9 451586
500 468 926198
501 3 829871
502 264 450770
503 53 288008
504 261 558701
505 367 79459
506 301 525284
507 55 564049
508 168 77625
509 317 300046
510 399 597318
511 422 20696
512 306 224422
513 174 207667
514 446 326024
515 470 305571
516 118 766606
517 89 226122
518 435 439548
519 299 854516
520 140 594495
521 174 596407
522 481 37330
523 335 95455
524 18 921867
525 112 269325
526 386 174791
527 125 834029
528 527 880978
529 191 153437
530 13 733650
531 227 491925
532 93 110799
