100000 100000
2 1 720889
3 2 911873
4 3 834345
5 4 722644
6 2 495839
7 6 609976
8 1 317814
9 5 698771
10 5 999768
11 5 679424
12 4 545172
13 6 902927
14 12 923907
15 3 977282
16 7 994910
17 16 270600
18 3 820007
19 4 391653
20 9 416979
21 9 314695
22 18 634904
23 22 405361
24 5 542306
25 3 513663
26 23 37828
27 26 607901
28 26 200076
29 19 702967
30 1 875723
31 29 676609
32 26 494984
33 8 619133
34 21 162383
35 32 485693
36 31 674138
37 7 8530
38 31 241409
39 36 294462
40 36 550724
41 4 842139
42 8 517562
43 41 204254
44 1 477217
45 36 357970
46 22 103820
47 20 256275
48 30 530841
49 48 430145
50 10 435249
51 39 788936
52 45 748928
53 13 451130
54 17 244058
55 3 806753
56 16 586419
57 43 899684
58 41 131633
59 35 337968
60 18 527508
61 9 994493
62 4 279571
63 47 746482
64 17 158878
65 50 19986
66 53 608815
67 61 736215
68 15 639089
69 25 380781
70 37 965639
71 3 677926
72 41 352776
73 9 172388
74 54 197897
75 15 125961
76 57 238996
77 49 389436
78 7 887572
79 19 328976
80 22 345247
81 1 189631
82 27 190585
83 11 344506
84 58 145893
85 10 229170
86 69 912818
87 30 179940
88 42 517408
89 8 782705
90 5 379034
91 25 473413
92 34 545470
93 64 136594
94 78 515116
95 62 28545
96 92 330882
97 63 330774
98 7 176724
99 75 867491
100 79 916916
101 61 950499
102 75 520108
103 37 128030
104 20 515470
105 46 269171
106 63 335751
107 45 28884
108 31 121782
109 33 346964
110 36 147398
111 110 529963
112 3 626387
113 1 32450
114 99 568719
115 70 642077
116 85 29304
117 52 831720
118 37 755718
119 75 103278
120 52 903187
121 88 682041
122 76 631383
123 20 152860
124 92 392753
125 43 939117
126 2 424386
127 40 567485
128 4 362520
129 126 370233
130 108 532578
131 100 449576
132 72 121237
133 123 627644
134 70 273748
135 61 180844
136 21 619720
137 76 448574
138 64 90160
139 43 553322
140 98 650311
141 38 55765
142 84 994221
143 68 641820
144 35 739535
145 116 320682
146 119 540713
147 49 866697
148 28 84256
149 100 571606
150 112 257964
151 149 83992
152 147 131685
153 29 161489
154 57 166701
155 152 221107
156 148 723599
157 147 924410
158 148 900120
159 63 590911
160 99 610985
161 104 428118
162 157 714553
163 144 329998
164 68 305505
165 99 189514
166 23 170404
167 133 957503
168 133 322421
169 127 40283
170 117 866504
171 149 855187
172 65 538259
173 20 340625
174 164 378529
175 138 110737
176 113 875831
177 102 141209
178 150 350020
179 100 421894
180 107 405513
181 79 251696
182 120 917615
183 14 910707
184 86 877244
185 5 278211
186 147 245081
187 63 366552
188 113 429345
189 45 254421
190 81 155064
191 107 313737
192 26 420363
193 161 137629
194 193 958855
195 166 974961
196 167 203633
197 56 972986
198 175 468557
199 146 393986
200 49 867384
201 196 605898
202 50 805593
203 156 412154
204 56 195978
205 115 75513
206 61 548083
207 197 898286
208 176 360545
209 26 287882
210 198 628140
211 53 200117
212 152 5850
213 154 469370
214 10 573145
215 71 852910
216 195 51903
217 16 69343
218 75 463961
219 97 125135
220 56 180775
221 47 10978
222 68 589895
223 113 246358
224 73 461529
225 63 786190
226 170 313433
227 118 437791
228 47 675760
229 76 826393
230 188 803219
231 164 722136
232 129 687165
233 94 228967
234 8 822030
235 175 811062
236 56 554747
237 27 280717
238 129 764006
239 158 127783
240 97 61312
241 212 347905
242 12 416630
243 193 726731
244 145 241910
245 23 890348
246 83 781480
247 157 416600
248 36 436665
249 30 619769
250 119 516018
251 183 294202
252 248 285573
253 42 248108
254 153 101991
255 151 824167
256 79 322566
257 39 87102
258 172 990469
259 144 864287
260 195 883306
261 67 310210
262 217 399821
263 222 649782
264 100 888727
265 190 127883
266 42 216732
267 208 508212
268 193 513353
269 104 100938
270 245 681266
271 15 811348
272 75 613527
273 66 259378
274 255 228633
275 230 869078
276 16 911002
277 107 809428
278 26 422448
279 205 663659
280 42 245110
281 53 748623
282 130 729976
283 140 996850
284 96 562209
285 179 375022
286 74 539243
287 100 763657
288 158 117523
289 58 789469
290 88 695753
291 178 490797
292 264 870536
293 152 433929
294 247 759432
295 217 636862
296 62 921832
297 172 982735
298 139 675021
299 88 927839
300 72 626426
301 160 997055
302 211 521933
303 257 351142
304 143 816448
305 114 501962
306 186 831859
307 40 118955
308 61 809334
309 75 511729
310 251 199525
311 190 606010
312 202 50425
313 128 805867
314 292 601031
315 307 995379
316 277 552916
317 29 909477
318 175 785848
319 276 230655
320 241 917579
321 8 114495
322 242 758078
323 121 484534
324 153 819035
325 51 652527
326 187 661204
327 21 172619
328 39 363632
329 101 469778
330 285 228541
331 78 224823
332 136 490292
333 47 372657
334 10 427620
335 21 394786
336 125 368631
337 224 127338
338 131 259081
339 11 694118
340 79 124485
341 256 129378
342 339 121532
343 305 530021
344 230 796833
345 270 998882
346 286 497657
347 320 323182
348 45 907058
349 10 296791
350 26 331852
351 276 712578
352 75 200855
353 235 827189
354 226 484489
355 270 570754
356 141 384302
357 299 427366
358 292 34831
359 188 540052
360 83 473535
361 5 889741
362 300 311692
363 114 991842
364 137 941463
365 60 69777
366 19 496559
367 102 973796
368 344 171324
369 168 673700
370 136 838642
371 75 297490
372 139 977288
373 335 277831
374 219 682240
375 195 360133
376 251 389519
377 201 159668
378 6 495498
379 177 952663
380 179 956493
381 272 742978
382 234 837497
383 367 666816
384 197 550460
385 228 697337
386 73 617672
387 340 644747
388 142 236032
389 370 607077
390 73 773164
391 321 106748
392 31 249786
393 159 896596
394 14 450627
395 211 214947
396 79 388050
397 368 376522
398 333 707400
399 51 267070
400 78 416556
401 358 163312
402 377 475583
403 190 629186
404 269 763339
405 94 662588
406 17 752527
407 41 215536
408 196 68453
409 75 780298
410 179 994093
411 16 442550
412 115 985871
413 191 156744
414 262 895112
415 9 951129
416 77 420923
417 40 345894
418 6 955201
419 398 640823
420 226 760397
421 70 255041
422 55 589097
423 8 547938
424 129 131763
425 140 692980
426 180 356183
427 104 540701
428 132 470952
429 120 35323
430 276 637608
431 203 677730
432 160 133594
433 199 987739
434 367 547758
435 317 807334
436 347 448322
437 122 853781
438 323 82006
439 207 727671
440 395 246306
441 290 855974
442 308 556179
443 312 460893
444 272 610469
445 232 909545
446 139 515370
447 272 339310
448 318 643601
449 264 770462
450 16 471960
451 295 532216
452 105 672872
453 85 990403
454 32 787715
455 15 484996
