100000 100000
2 1 66846
3 2 440185
4 2 889622
5 2 249643
6 3 960044
7 2 375313
8 4 28069
9 7 430699
10 6 263060
11 8 345402
12 1 366829
13 2 205782
14 5 900694
15 8 306371
16 9 139965
17 7 783819
18 12 852542
19 11 96196
20 3 603196
21 18 576677
22 9 821150
23 13 420699
24 2 767203
25 22 561008
26 14 744337
27 17 893649
28 7 97967
29 10 964852
30 22 104905
31 2 307351
32 7 678028
33 1 451678
34 33 864227
35 23 305435
36 14 926415
37 7 63365
38 6 866804
39 30 629485
40 9 368165
41 5 696972
42 7 645957
43 36 740018
44 5 722754
45 14 742583
46 38 492443
47 1 588879
48 30 173805
49 28 733743
50 34 621133
51 28 538156
52 47 953992
53 33 327814
54 51 118288
55 18 971153
56 42 696846
57 4 598952
58 6 775095
59 18 86725
60 35 560191
61 59 841858
62 14 911943
63 12 739455
64 58 503995
65 46 156481
66 32 28727
67 61 705377
68 57 328861
69 66 319865
70 25 539544
71 67 933599
72 42 475492
73 6 579191
74 64 904223
75 44 264786
76 65 11574
77 3 33398
78 38 53730
79 22 558319
80 39 762401
81 32 199203
82 29 442140
83 13 290197
84 51 970473
85 45 218147
86 61 417429
87 85 746404
88 10 233350
89 19 659857
90 33 507862
91 12 634689
92 23 547636
93 54 992007
94 40 473642
95 42 675441
96 49 297829
97 19 59873
98 3 811925
99 19 510967
100 79 476481
101 65 808764
102 100 429913
103 92 786828
104 72 913466
105 92 833538
106 49 887678
107 41 489817
108 11 169016
109 32 69382
110 32 64853
111 34 911403
112 10 652168
113 27 102648
114 16 354047
115 4 279193
116 57 891782
117 16 724435
118 18 192179
119 36 17659
120 57 990649
121 77 76026
122 73 835775
123 53 346343
124 51 80370
125 40 680151
126 97 676897
127 89 507902
128 12 79179
129 117 342211
130 56 256866
131 13 780103
132 124 742063
133 41 986692
134 110 564854
135 70 556237
136 104 371898
137 70 466532
138 59 714456
139 124 728814
140 107 744949
141 24 940046
142 65 516868
143 53 299964
144 23 91199
145 94 61974
146 14 779929
147 102 13062
148 43 379316
149 145 456231
150 53 520455
151 119 16022
152 99 161081
153 9 616376
154 96 328130
155 133 186713
156 20 270504
157 106 43978
158 32 607409
159 93 416120
160 21 502467
161 13 563023
162 138 836520
163 6 804385
164 74 608541
165 67 676355
166 52 305786
167 106 537698
168 28 723985
169 153 858753
170 168 15613
171 105 157896
172 56 688575
173 153 106190
174 44 545814
175 59 510941
176 32 516753
177 171 847026
178 67 166399
179 152 601810
180 74 428376
181 176 420285
182 149 3244
183 126 717378
184 7 144759
185 19 295693
186 153 621595
187 54 995543
188 108 655461
189 172 122503
190 80 140393
191 174 282257
192 111 223758
193 66 559473
194 163 297043
195 126 197798
196 45 472150
197 190 975931
198 149 608768
199 122 235324
200 42 785790
201 16 462952
202 195 500956
203 104 750257
204 167 76578
205 108 906745
206 75 538907
207 131 906818
208 13 834634
209 2 185524
210 60 143924
211 111 889797
212 102 517755
213 3 124169
214 202 591739
215 212 912751
216 183 406859
217 182 301264
218 20 350548
219 77 96933
220 8 956984
221 57 644094
222 57 709029
223 133 291257
224 22 49905
225 140 708041
226 3 860101
227 76 326252
228 10 979916
229 196 537080
230 167 326263
231 160 465534
232 41 341883
233 165 157287
234 109 851021
235 15 119554
236 141 257896
237 23 336597
238 30 347262
239 134 26938
240 227 137337
241 18 107345
242 230 849167
243 62 407995
244 137 400367
245 186 917088
246 169 394903
247 227 459749
248 174 182122
249 235 945567
250 232 387606
251 121 873850
252 197 345119
253 30 128776
254 226 871003
255 7 122249
256 117 407043
257 25 38480
258 150 179540
259 149 601643
260 106 907900
261 211 306534
262 208 934055
263 167 72292
264 15 416021
265 218 665670
266 31 82978
267 183 965478
268 216 782668
269 262 669532
270 198 766318
271 51 694714
272 112 21373
273 73 429569
274 45 696019
275 93 297170
276 121 582645
277 104 939425
278 45 919042
279 98 149227
280 226 545925
281 136 655040
282 102 387118
283 29 89703
284 255 231122
285 22 856160
286 237 67366
287 27 687151
288 244 316769
289 111 322355
290 229 180634
291 166 649410
292 79 255931
293 122 796329
294 238 116901
295 224 26386
296 265 276803
297 257 808079
298 217 818293
299 251 350058
300 145 689719
301 17 563206
302 121 273441
303 204 878526
304 107 916131
305 144 119348
306 171 336756
307 127 892745
308 126 873942
309 162 284010
310 123 150981
311 297 170019
312 15 508171
313 81 608055
314 31 392230
315 130 892229
316 280 164328
317 6 871735
318 282 738494
319 159 60681
320 34 467492
321 60 300443
322 237 981489
323 169 429637
324 209 398612
325 318 362624
326 117 540392
327 84 493727
328 74 27090
329 125 891376
330 272 59893
331 125 533970
332 173 755390
333 25 211044
334 130 155965
335 204 697562
336 101 968103
337 308 944055
338 170 191191
339 95 321373
340 297 603688
341 68 655746
342 113 249341
343 102 225344
344 284 767604
345 239 212101
346 258 933027
347 224 600772
348 185 668126
349 231 731355
350 271 83538
351 17 963898
352 1 426920
353 176 33935
354 151 797994
355 251 240616
356 128 588358
357 101 94815
358 132 78536
359 288 630479
360 88 469580
361 139 706339
362 221 105001
363 312 640079
364 115 118924
365 229 113568
366 278 316701
367 5 803156
368 10 18120
369 34 394434
370 130 225100
371 349 766849
372 237 564113
373 367 651154
374 8 698172
375 289 521491
376 353 640563
377 277 603061
378 238 51290
379 255 35041
380 232 130924
381 160 921729
382 296 258776
383 304 191244
384 98 78326
385 270 642063
386 5 737078
387 167 116882
388 143 786925
389 143 460190
390 115 82371
391 192 169198
392 126 242212
393 291 501200
394 309 531749
395 126 496417
396 9 717551
397 109 626648
398 270 659381
399 213 802276
400 288 436272
401 290 557482
402 64 369600
403 49 507244
404 263 991454
405 201 157971
406 391 981817
407 357 829461
408 201 132131
409 221 33881
410 148 899604
411 327 359255
412 177 464794
413 214 142536
414 399 320144
415 208 894583
416 33 905501
417 320 962469
418 379 159131
419 188 464328
420 89 953496
421 251 740759
422 324 982171
423 184 159340
424 225 933584
425 52 294531
426 389 239868
427 13 483045
428 421 156038
429 181 861538
430 110 603096
431 102 265301
432 288 240888
433 105 816400
434 271 697480
435 394 66953
436 12 935730
437 199 102639
438 51 410634
439 206 548552
440 52 487901
441 434 210108
442 234 529571
443 278 465133
444 188 351436
445 358 678141
446 361 115494
447 173 979479
448 122 687561
449 38 756398
450 30 109309
451 50 68719
452 35 147412
453 165 995641
454 296 982390
455 164 934966
456 112 419978
457 1 230761
458 85 870929
459 137 151507
460 418 538915
461 200 209599
462 124 805792
463 139 10788
464 9 501306
465 353 911096
466 292 623238
467 340 204708
468 161 700226
469 201 361398
470 54 260892
471 356 669256
472 427 474140
473 73 663120
474 83 595909
475 189 600136
476 150 676978
477 246 305582
478 72 515162
479 283 8825
480 232 116257
481 433 176137
482 184 932438
483 325 542847
484 244 97545
485 196 315278
486 111 233311
487 294 72009
488 288 400902
489 208 601574
490 442 582458
491 431 680689
492 231 44146
493 130 774908
494 249 335343
495 194 608478
496 71 736356
497 246 223797
498 328 681810
499 177 817809
500 390 703590
501 438 654142
502 5 150323
503 116 193407
504 48 977629
505 28 97090
506 187 513041
507 60 335873
508 158 280399
509 188 632845
510 331 927216
511 72 100044
512 134 542287
513 448 848716
514 106 123186
515 260 3450
516 97 315962
517 375 312731
518 133 900092
519 285 50212
520 54 817469
