100000 100000
2 1 179850
3 2 430225
4 1 100496
5 1 853219
6 2 85089
7 4 856785
8 2 54322
9 3 844483
10 9 856282
11 4 848520
12 6 698858
13 11 646588
14 2 331808
15 10 955966
16 1 235200
17 1 257624
18 6 490796
19 3 847844
20 8 919573
21 14 684666
22 7 134629
23 12 418238
24 15 257509
25 9 927061
26 15 889516
27 5 322338
28 19 869751
29 2 346416
30 25 877925
31 1 630073
32 29 831837
33 16 44524
34 18 575544
35 21 462979
36 18 626133
37 16 532481
38 1 205446
39 16 466063
40 27 246142
41 36 93095
42 7 201408
43 35 240383
44 17 900710
45 38 305419
46 26 405530
47 41 408109
48 18 823187
49 40 592702
50 27 861351
51 30 926550
52 34 719676
53 22 764595
54 10 958803
55 4 904426
56 30 656485
57 40 340602
58 40 445656
59 40 445401
60 42 167781
61 19 157702
62 15 686310
63 2 327028
64 11 534794
65 50 940929
66 59 975409
67 64 399978
68 51 875563
69 24 136556
70 40 944285
71 23 39310
72 65 71205
73 71 975012
74 63 477246
75 2 895929
76 1 687583
77 62 734687
78 28 135792
79 61 916091
80 63 497796
81 11 583080
82 64 273553
83 1 200992
84 38 696684
85 47 983480
86 64 927584
87 57 241737
88 49 919051
89 5 548351
90 83 153512
91 41 557673
92 89 530613
93 24 247689
94 13 386778
95 59 369692
96 15 53502
97 3 906832
98 52 968531
99 75 476168
100 79 994426
101 100 822534
102 3 998788
103 45 953500
104 97 797371
105 26 830486
106 94 978833
107 77 824680
108 8 713222
109 44 208552
110 17 752499
111 55 533627
112 3 563717
113 26 649405
114 53 64633
115 56 713812
116 65 617923
117 10 497418
118 28 116968
119 81 567253
120 67 469118
121 58 897923
122 53 302248
123 42 990098
124 106 827674
125 93 148171
126 47 809595
127 43 902523
128 11 638607
129 55 421909
130 67 710202
131 113 795000
132 64 704770
133 17 461187
134 55 259685
135 29 768778
136 84 942528
137 20 725808
138 51 422006
139 123 292948
140 137 947258
141 71 346202
142 94 639267
143 90 130163
144 34 833354
145 7 13815
146 120 720495
147 102 871679
148 79 617582
149 41 763352
150 66 877655
151 79 638772
152 144 715181
153 91 581310
154 92 596835
155 21 903216
156 112 348079
157 37 817296
158 18 530844
159 74 781570
160 94 532232
161 25 907751
162 132 120550
163 10 194342
164 94 661350
165 18 131749
166 150 6174
167 102 875539
168 126 651450
169 56 891243
170 31 363808
171 30 308728
172 84 592930
173 39 731936
174 96 589832
175 9 487969
176 166 341593
177 136 407494
178 51 724205
179 151 200274
180 71 75880
181 22 440910
182 25 618894
183 104 352463
184 93 805999
185 74 34979
186 177 70867
187 81 914397
188 136 502433
189 164 303921
190 164 676188
191 110 247032
192 70 220313
193 125 479923
194 192 256359
195 154 846422
196 21 528569
197 144 446996
198 13 120131
199 120 417805
200 12 559515
201 135 612288
202 95 345545
203 172 326882
204 198 173015
205 126 456594
206 182 939043
207 87 383334
208 43 358149
209 88 136575
210 101 59803
211 97 979449
212 38 786680
213 152 735833
214 13 258606
215 123 349291
216 42 155476
217 194 997557
218 111 4613
219 214 348997
220 216 471592
221 110 543181
222 23 25566
223 64 119045
224 177 306122
225 131 30925
226 124 754967
227 101 470647
228 10 985873
229 160 964808
230 93 909172
231 78 95301
232 195 792028
233 90 565667
234 44 933647
235 157 6971
236 125 752957
237 135 364928
238 144 509368
239 156 678588
240 87 739590
241 24 697765
242 6 752588
243 97 552554
244 124 407594
245 145 499289
246 81 347811
247 130 897764
248 132 720151
249 110 969181
250 142 894445
251 151 91739
252 7 559005
253 38 942274
254 151 940637
255 253 400213
256 1 363076
257 185 691134
258 183 299092
259 248 886827
260 27 277400
261 168 56154
262 218 13409
263 122 797751
264 173 933699
265 204 903707
266 190 775786
267 201 508247
268 129 968462
269 105 403163
270 132 104085
271 247 105676
272 256 934056
273 217 615528
274 165 73200
275 164 972535
276 177 404821
277 153 8513
278 32 498958
279 148 184491
280 224 605899
281 198 777151
282 32 116346
283 127 232826
284 183 252269
285 248 510257
286 79 955715
287 54 339866
288 85 445445
289 257 155620
290 12 974098
291 174 385595
292 142 673194
293 72 829851
294 135 233075
295 126 121159
296 275 618891
297 37 253360
298 220 700057
299 126 336395
300 95 638525
301 152 825031
302 255 978935
