100000 100000
2 1 186345
3 2 856977
4 2 535515
5 1 640968
6 3 76194
7 1 960434
8 7 476707
9 3 335000
10 6 241600
11 3 967851
12 9 395465
13 2 908374
14 5 424215
15 12 950134
16 4 586611
17 8 942909
18 15 732125
19 16 931566
20 16 917222
21 13 153411
22 1 655836
23 12 749948
24 20 545854
25 3 411231
26 5 906093
27 15 512701
28 11 30382
29 6 106607
30 5 205553
31 2 526290
32 29 974219
33 14 597822
34 2 785435
35 29 490334
36 4 618272
37 16 728776
38 5 273939
39 9 923000
40 7 112725
41 22 156301
42 28 746014
43 33 353078
44 27 606427
45 40 747342
46 39 549127
47 1 120494
48 22 775533
49 28 229689
50 40 247702
51 24 296327
52 11 396470
53 2 656431
54 29 20176
55 26 39256
56 25 946363
57 20 668069
58 55 897260
59 20 501474
60 30 997181
61 56 315665
62 6 555150
63 2 69652
64 57 670825
65 12 408001
66 34 568418
67 55 817203
68 27 729429
69 10 184350
70 28 85767
71 67 915208
72 8 451864
73 36 757209
74 42 120773
75 37 852809
76 3 540202
77 29 180611
78 62 637335
79 37 426033
80 16 582306
81 33 775741
82 64 54711
83 10 664665
84 2 99281
85 7 566447
86 4 588971
87 46 249880
88 41 581281
89 9 422662
90 44 814827
91 90 820005
92 30 476647
93 59 966730
94 29 767229
95 58 454843
96 82 743146
97 88 532961
98 14 856231
99 32 98347
100 18 562992
101 45 173261
102 95 179150
103 63 225500
104 57 462933
105 57 462482
106 91 956335
107 32 149138
108 67 799453
109 71 63313
110 13 24981
111 7 948919
112 33 781442
113 88 598686
114 76 712209
115 23 625886
116 40 394529
117 115 459865
118 68 738639
119 5 850460
120 58 366229
121 102 512033
122 43 111779
123 34 271895
124 93 809740
125 47 510616
126 95 402418
127 26 635550
128 3 457765
129 123 854235
130 85 963971
131 130 477876
132 7 279266
133 49 964882
134 38 139457
135 115 252178
136 87 128282
137 26 344600
138 73 458083
139 56 183995
140 34 984405
141 50 618894
142 7 154144
143 117 87032
144 88 5030
145 82 330937
146 137 421386
147 60 360203
148 140 746552
149 52 751259
150 145 656777
151 38 424397
152 140 800350
153 28 57822
154 100 418193
155 7 526254
156 82 452778
157 32 305770
158 116 915942
159 32 767885
160 95 334067
161 101 922675
162 2 907632
163 161 5159
164 144 640665
165 81 572895
166 106 276204
167 139 598850
168 38 798990
169 104 851337
170 33 931192
171 150 652483
172 124 39089
173 89 507242
174 18 351054
175 152 908705
176 172 373946
