100000 100000
2 1 939402
3 2 330100
4 3 505280
5 1 278308
6 2 206526
7 3 197349
8 5 478957
9 3 374674
10 4 61486
11 10 141683
12 8 726764
13 2 248815
14 1 712265
15 2 259661
16 14 780037
17 2 30940
18 10 218733
19 1 854038
20 9 691440
21 5 34975
22 11 703386
23 7 963601
24 21 721374
25 19 661986
26 11 550566
27 20 395155
28 8 284486
29 17 999592
30 3 992482
31 15 111472
32 20 451862
33 11 524660
34 6 536154
35 22 910957
36 30 27394
37 7 158261
38 20 178253
39 26 945824
40 21 492840
41 9 715188
42 3 927829
43 42 353438
44 33 270662
45 29 241767
46 18 644985
47 32 552013
48 35 528352
49 16 283791
50 20 971721
51 49 324801
52 18 657029
53 14 762597
54 8 121275
55 43 767611
56 9 832581
57 15 173870
58 55 109492
59 23 5426
60 53 429392
61 32 159648
62 22 116781
63 56 687574
64 10 788332
65 36 742341
66 42 198815
67 40 275518
68 47 66555
69 15 723828
70 23 779239
71 11 318294
72 26 490589
73 67 404932
74 68 52174
75 29 496585
76 40 173901
77 33 72292
78 18 367892
79 53 968517
80 13 763933
81 58 948979
82 70 294351
83 68 851293
84 81 295314
85 53 548733
86 42 99263
87 54 719075
88 58 391892
89 22 222634
90 46 50714
91 19 441981
92 82 891803
93 81 64351
94 21 306841
95 5 448621
96 5 260076
97 63 582575
98 12 654798
99 62 431682
100 34 41692
101 66 57367
102 11 880143
103 13 763508
104 65 416798
105 37 748803
106 77 705359
107 104 724829
108 51 737760
109 3 889559
110 93 338398
111 19 148077
112 95 768481
113 59 185603
114 75 680870
115 54 406093
116 88 630402
117 28 896218
118 64 239900
119 9 815282
120 110 645866
121 45 640561
122 25 271220
123 59 981089
124 40 670920
125 103 86282
126 67 725177
127 62 124141
128 50 481361
129 111 433286
130 50 959731
131 111 917495
132 97 819190
133 48 133379
134 10 989789
135 55 748490
136 59 512745
137 50 503229
138 33 787143
139 133 825646
140 134 871315
141 127 983730
142 124 146285
143 74 122851
144 11 966669
145 73 338930
146 49 428219
147 88 32882
148 63 586488
149 100 855552
150 69 631272
151 92 728281
152 120 25795
153 85 960683
154 146 748530
155 48 303702
156 66 698255
157 143 249039
158 23 944357
159 51 504887
160 22 444377
161 8 837423
162 135 132944
163 78 152706
164 143 69267
165 130 328410
166 49 128651
167 10 877258
168 24 804550
169 69 86
170 61 140620
171 129 205627
172 112 140274
173 89 716116
174 1 342905
175 124 512006
176 134 97522
177 148 692580
178 107 252435
179 168 466247
180 12 369895
181 56 538591
182 164 367697
183 31 685693
184 167 770141
185 18 758029
186 120 538621
187 131 265986
188 153 934671
189 133 279875
190 175 235807
191 10 97560
192 41 657659
193 60 80144
194 40 668129
195 20 264497
196 55 857397
197 76 569271
198 170 735288
199 185 913690
200 30 973445
201 118 448891
202 74 151724
203 2 707310
204 125 213329
205 92 880321
206 72 295415
207 154 298814
208 6 284371
209 173 895869
210 115 441698
211 167 506873
212 194 996156
213 99 40538
214 77 363810
215 153 269574
216 116 142297
217 9 882022
218 14 949692
219 9 380414
220 9 92866
221 106 644858
222 6 754965
223 19 857704
224 75 355331
225 132 24538
226 178 946640
227 139 612473
228 16 640257
229 70 190590
230 144 639941
231 164 374023
232 207 694980
233 4 76256
234 12 361726
235 87 324043
236 211 750106
237 20 842870
238 237 428923
239 221 577110
240 15 486848
241 159 97633
242 168 165761
243 79 892635
244 134 912171
245 8 842787
246 81 576091
247 154 334347
248 234 989205
249 106 432093
250 163 899975
251 135 805521
252 157 241386
253 15 187854
254 12 381667
255 57 487265
256 212 399314
257 1 334706
258 212 844057
259 114 403795
260 71 826915
261 142 308337
262 92 979743
263 165 190427
264 132 85989
265 119 836229
266 5 895005
267 108 668746
268 201 322844
269 92 839402
270 187 170618
271 76 605728
272 139 944266
273 33 167709
274 189 684124
275 205 544549
276 66 818084
277 38 946748
278 210 528272
279 16 799477
280 66 276045
281 97 632926
282 167 310158
283 58 823791
284 261 190975
285 65 370215
286 104 506210
287 246 964227
288 41 432727
289 191 755150
290 210 703437
291 120 660592
292 40 185287
293 247 868402
294 188 260865
295 294 844170
296 104 336287
297 104 224309
298 203 811471
299 52 312149
300 196 743996
301 115 396740
302 284 691008
303 252 733384
304 1 9252
305 5 756936
306 31 820935
307 21 783265
308 59 541218
309 2 236131
310 177 835896
311 163 855342
312 184 590100
313 298 334977
314 249 160453
315 257 436718
316 48 878543
317 313 187357
318 13 710775
319 62 209636
320 212 925625
321 43 465418
322 265 416802
323 162 785483
324 266 416700
325 270 792804
326 70 134618
327 323 941128
328 184 244146
329 40 158990
330 135 955933
331 327 825398
332 99 945515
333 318 920377
334 219 449846
335 237 409019
336 325 645639
337 36 638380
338 134 155822
339 308 53162
340 42 961827
341 185 825115
342 135 10461
343 276 853864
344 231 75049
345 325 175557
346 81 641263
347 28 381808
348 287 530060
349 152 275770
350 154 981252
351 340 871726
352 22 108280
353 89 205682
354 328 966670
355 290 836621
356 149 137512
357 283 57644
358 275 460680
359 350 918931
360 148 957064
361 327 566709
362 55 611792
363 214 701456
364 138 799755
365 13 154459
366 122 694717
367 38 924249
368 14 52640
369 138 583448
370 367 421477
371 278 980510
372 171 598154
373 81 223313
374 238 466012
375 21 594560
376 53 236729
377 316 54106
378 116 658839
379 123 23075
380 318 765489
381 333 755952
382 132 720069
383 68 779552
384 194 842833
385 311 824721
386 2 299418
387 276 856002
388 383 359735
389 230 989107
390 151 221556
391 179 281525
392 93 293990
393 358 339507
394 71 607542
395 295 927774
396 206 572818
397 129 349587
398 109 396628
399 89 98297
400 303 524841
401 218 536473
402 43 728247
403 6 754533
404 400 471787
405 220 430079
406 114 360010
407 293 184329
408 389 79937
409 324 123179
410 408 919120
411 144 93212
412 182 283732
413 143 817526
414 272 604641
415 389 952523
416 118 838840
417 35 986443
418 239 881469
419 244 687771
420 155 517319
421 141 79301
422 421 378507
423 335 564030
424 96 303816
425 129 662273
426 63 287216
427 168 263928
428 224 714634
429 58 767658
430 411 513628
431 50 481459
432 375 209175
433 397 952256
434 24 241580
435 180 476601
436 195 306930
437 93 668929
438 197 335882
439 191 660231
440 180 952871
441 223 411688
442 373 594339
443 302 327385
444 126 273421
445 407 660950
446 173 815222
447 114 655866
448 183 643012
449 249 147742
450 263 797203
451 45 159841
452 279 212947
453 130 789568
454 156 610784
455 291 737581
456 366 288653
457 244 836443
458 223 341235
459 320 224667
460 243 258870
461 448 918054
462 160 60727
463 329 131191
464 69 214744
465 340 104681
466 413 452330
467 158 632429
468 424 642347
469 345 246808
470 163 388147
471 208 333135
472 209 133656
473 25 108846
474 234 849756
475 422 605897
476 425 251831
477 454 699068
478 141 614221
479 434 48998
480 38 658245
481 111 873613
482 373 450904
483 15 292203
484 453 960741
485 370 862731
486 442 523398
487 217 58390
488 5 881793
489 187 648294
490 200 17098
491 432 356525
492 65 294492
493 172 130540
494 448 434905
495 211 286731
496 195 849567
497 103 720076
498 220 182735
499 208 426423
500 335 551287
501 153 8714
502 171 1369
503 419 248088
504 127 750689
505 38 647414
506 98 183275
507 106 69417
508 398 92234
509 148 935533
510 93 895845
511 203 136639
512 318 898957
513 10 594937
514 377 868991
515 433 741519
516 273 826864
517 164 11313
518 166 850039
519 131 744097
520 4 188486
521 30 401217
522 252 911800
523 221 398582
524 226 703293
525 110 47522
526 389 72729
527 477 893603
528 418 557226
529 411 569728
530 315 542602
531 158 362846
532 139 610534
533 262 714048
534 516 666262
535 251 94002
536 79 366006
537 394 259211
538 359 998555
539 176 314541
540 500 508257
541 103 850039
542 266 62575
543 419 585374
544 269 264884
545 477 78720
546 250 499051
547 31 176949
548 462 848427
549 192 86507
550 200 865492
551 458 402139
552 104 192078
553 477 542006
554 35 351844
555 311 925182
556 202 734961
557 524 473789
558 474 551564
559 26 450038
560 548 730614
561 198 623931
562 306 486674
563 501 371951
564 389 724579
565 429 366140
566 52 671669
567 480 370623
568 221 462330
569 341 87081
570 276 285527
571 154 223328
572 32 820185
573 432 334373
574 219 272629
575 2 188195
576 95 829519
577 285 781962
578 187 162060
579 19 683996
580 277 128721
581 195 25763
582 140 851116
583 260 180486
584 296 825366
585 38 160321
586 507 312531
587 45 647730
588 50 597116
589 86 504463
590 6 282863
591 129 905691
592 128 53837
593 84 461278
594 529 357916
595 23 651589
596 419 711760
597 236 319729
598 209 590089
599 337 392672
600 445 284132
601 544 42697
602 407 452992
603 332 245729
604 390 188879
605 291 952556
606 311 475551
607 282 100474
608 44 62249
609 279 294339
610 370 707024
611 218 939505
612 530 623279
613 497 498009
614 548 275799
615 574 661524
616 358 960024
617 420 189297
618 420 910997
619 391 495826
620 342 217920
621 221 87967
622 107 822978
623 119 255561
624 202 782895
625 220 338095
626 20 495827
627 297 941404
628 243 53183
629 205 881527
630 467 846444
631 400 405264
632 231 763621
633 240 252186
634 228 62288
635 515 807195
636 107 712744
637 193 490029
638 133 632657
639 549 453651
640 589 328192
641 257 421821
642 577 102047
643 179 975826
644 556 318989
645 168 563
646 562 916753
647 86 488251
648 278 33089
649 532 387693
650 593 521150
651 539 891935
652 174 639104
653 211 318670
654 423 160255
655 222 687311
656 597 596769
657 44 345168
658 422 988708
659 262 854044
660 97 694697
661 246 989479
662 15 776783
663 623 324526
664 278 767220
665 75 937951
666 7 456161
667 451 554966
